5x5
Epoch, Winner, WinnerStrategy, Player, Opponent, playerStrategy, opponentStrategy, randomAmount, greedyAmount, heuristicsAmount, shortestChainAmount, doubleDealingAmount
5, Magan, heuristic, Magan, Antonietta, heuristic, shortestChain, 0, 0, 3, 9, 88
5, Chanda, doubleDealing, Leila, Chanda, doubleDealing, doubleDealing, 0, 0, 4, 8, 88
5, Marybelle, doubleDealing, Marybelle, Elvera, doubleDealing, doubleDealing, 0, 0, 4, 8, 88
5, Chastity, doubleDealing, Chastity, Jamey, doubleDealing, doubleDealing, 0, 0, 4, 8, 88
5, Andy, doubleDealing, Andy, Kirby, doubleDealing, doubleDealing, 0, 0, 4, 8, 88
5, Ernie, doubleDealing, Ernie, Ben, doubleDealing, doubleDealing, 0, 0, 4, 8, 88
5, Jerica, doubleDealing, Jerica, Celestine, doubleDealing, shortestChain, 0, 0, 4, 8, 88
5, Hunter, doubleDealing, Elva, Hunter, doubleDealing, doubleDealing, 0, 0, 4, 7, 89
5, Chara, doubleDealing, Chara, Alonso, doubleDealing, doubleDealing, 0, 0, 4, 7, 89
5, Andres, doubleDealing, Cupid, Andres, doubleDealing, doubleDealing, 0, 0, 4, 7, 89
5, Madusa, shortestChain, Creola, Madusa, doubleDealing, shortestChain, 0, 0, 4, 7, 89
5, Laurence, doubleDealing, Laurence, Darlene, doubleDealing, doubleDealing, 0, 0, 4, 8, 88
5, Guadalupe, doubleDealing, Guadalupe, Orlando, doubleDealing, shortestChain, 0, 0, 4, 8, 88
5, Yuonne, doubleDealing, Yuonne, Magaly, doubleDealing, doubleDealing, 0, 0, 4, 7, 89
5, None, None, Doloris, Chin, doubleDealing, doubleDealing, 0, 0, 4, 7, 89
5, Janelle, doubleDealing, Sachiko, Janelle, doubleDealing, doubleDealing, 0, 0, 4, 7, 89
5, Fallon, doubleDealing, Damion, Fallon, doubleDealing, doubleDealing, 0, 0, 4, 7, 89
5, Emelina, doubleDealing, Galen, Emelina, heuristic, doubleDealing, 0, 0, 4, 7, 89
5, Bill, shortestChain, Courtney, Bill, doubleDealing, shortestChain, 0, 0, 3, 7, 90
5, Merissa, doubleDealing, Bobby, Merissa, heuristic, doubleDealing, 0, 0, 3, 8, 89
5, Porter, doubleDealing, Tinisha, Porter, doubleDealing, doubleDealing, 0, 0, 2, 8, 90
5, Maura, doubleDealing, Ellyn, Maura, shortestChain, doubleDealing, 0, 0, 2, 8, 90
5, Emerson, doubleDealing, Pat, Emerson, doubleDealing, doubleDealing, 0, 0, 2, 7, 91
5, Earl, doubleDealing, Earl, Lasandra, doubleDealing, shortestChain, 0, 0, 2, 7, 91
5, Dong, shortestChain, Dong, Marta, shortestChain, doubleDealing, 0, 0, 2, 6, 92
5, Leticia, doubleDealing, Merlin, Leticia, doubleDealing, doubleDealing, 0, 0, 2, 7, 91
5, Julian, doubleDealing, Stacey, Julian, shortestChain, doubleDealing, 0, 0, 2, 7, 91
5, Desmond, doubleDealing, Errol, Desmond, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
5, Milan, doubleDealing, Rudolph, Milan, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
5, Sunny, doubleDealing, Sunny, Jerilyn, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
6, Sammy, doubleDealing, David, Sammy, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
6, Sharmaine, doubleDealing, Melissa, Sharmaine, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
6, Mario, doubleDealing, Cherelle, Mario, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
6, Chin, doubleDealing, Raymundo, Chin, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
6, Chara, doubleDealing, Chara, Pat, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
6, Orlando, doubleDealing, Haley, Orlando, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
6, Damion, doubleDealing, Jewel, Damion, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
6, Elvera, doubleDealing, Tinisha, Elvera, doubleDealing, doubleDealing, 0, 0, 2, 6, 92
6, Doloris, doubleDealing, Madusa, Doloris, shortestChain, doubleDealing, 0, 0, 2, 6, 92
6, Susan, doubleDealing, Susan, Ben, doubleDealing, doubleDealing, 0, 0, 2, 5, 93
6, Thurman, doubleDealing, Thurman, Courtney, doubleDealing, shortestChain, 0, 0, 2, 5, 93
6, Lino, doubleDealing, Lasandra, Lino, doubleDealing, doubleDealing, 0, 0, 2, 4, 94
6, Julian, doubleDealing, Magan, Julian, heuristic, doubleDealing, 0, 0, 2, 4, 94
6, Lorretta, doubleDealing, Andy, Lorretta, doubleDealing, doubleDealing, 0, 0, 1, 4, 95
6, Artie, doubleDealing, Artie, Porter, doubleDealing, doubleDealing, 0, 0, 1, 4, 95
6, Yuonne, doubleDealing, Creola, Yuonne, shortestChain, doubleDealing, 0, 0, 1, 4, 95
6, Alfreda, doubleDealing, Ellyn, Alfreda, doubleDealing, doubleDealing, 0, 0, 1, 3, 96
6, Galen, doubleDealing, Audria, Galen, doubleDealing, doubleDealing, 0, 0, 1, 3, 96
6, Alice, doubleDealing, Earl, Alice, doubleDealing, doubleDealing, 0, 0, 1, 3, 96
6, Cupid, doubleDealing, Cupid, Mitzie, doubleDealing, doubleDealing, 0, 0, 1, 3, 96
6, Merlin, doubleDealing, Leticia, Merlin, doubleDealing, doubleDealing, 0, 0, 1, 3, 96
6, None, None, Hunter, Jeremy, doubleDealing, doubleDealing, 0, 0, 1, 3, 96
6, None, None, Carson, Lynn, doubleDealing, doubleDealing, 0, 0, 1, 3, 96
6, Darlene, doubleDealing, Coleman, Darlene, doubleDealing, doubleDealing, 0, 0, 1, 3, 96
6, Merissa, doubleDealing, Merissa, Desmond, doubleDealing, doubleDealing, 0, 0, 1, 3, 96
6, Andres, doubleDealing, Andres, Bill, doubleDealing, shortestChain, 0, 0, 1, 3, 96
6, Lisa, doubleDealing, Maura, Lisa, doubleDealing, doubleDealing, 0, 0, 1, 2, 97
6, Shameka, doubleDealing, Garland, Shameka, doubleDealing, doubleDealing, 0, 0, 1, 2, 97
6, Sachiko, doubleDealing, Eugene, Sachiko, doubleDealing, doubleDealing, 0, 0, 1, 2, 97
6, Celestine, doubleDealing, Celestine, Jerica, doubleDealing, doubleDealing, 0, 0, 1, 2, 97
6, Sunny, doubleDealing, Bobby, Sunny, doubleDealing, doubleDealing, 0, 0, 1, 2, 97
6, Fallon, doubleDealing, Delsie, Fallon, doubleDealing, doubleDealing, 0, 0, 1, 2, 97
6, Rudolph, doubleDealing, Ernie, Rudolph, doubleDealing, doubleDealing, 0, 0, 1, 2, 97
6, Gerry, doubleDealing, Gerry, Emelina, doubleDealing, doubleDealing, 0, 0, 1, 2, 97
6, Franklin, doubleDealing, Franklin, Antonietta, doubleDealing, heuristic, 0, 0, 1, 2, 97
6, Emerson, doubleDealing, Emerson, Leila, doubleDealing, doubleDealing, 0, 0, 0, 2, 98
6, Chanda, doubleDealing, Elva, Chanda, doubleDealing, doubleDealing, 0, 0, 0, 2, 98
6, Lashaun, doubleDealing, Lashaun, Marybelle, doubleDealing, doubleDealing, 0, 0, 0, 2, 98
6, None, None, Dong, Milan, shortestChain, doubleDealing, 0, 0, 0, 2, 98
6, Magaly, doubleDealing, Sonny, Magaly, doubleDealing, doubleDealing, 0, 0, 0, 2, 98
6, Sean, doubleDealing, Maxine, Sean, doubleDealing, doubleDealing, 0, 0, 0, 2, 98
6, Stacey, doubleDealing, Stacey, Janelle, doubleDealing, doubleDealing, 0, 0, 0, 2, 98
6, Laurence, doubleDealing, Joel, Laurence, doubleDealing, doubleDealing, 0, 0, 0, 2, 98
6, Tyron, doubleDealing, Tyron, Jerilyn, doubleDealing, doubleDealing, 0, 0, 0, 2, 98
6, Alonso, doubleDealing, Marta, Alonso, shortestChain, doubleDealing, 0, 0, 0, 2, 98
6, Kenyatta, doubleDealing, Kenyatta, Roselia, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
6, Guadalupe, doubleDealing, Kermit, Guadalupe, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
6, Robby, doubleDealing, Jay, Robby, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
6, Chastity, doubleDealing, Jamey, Chastity, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
6, Kirby, doubleDealing, Kirby, Errol, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Ernie, doubleDealing, Rudolph, Ernie, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, None, None, Joel, Lorretta, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Susan, doubleDealing, Susan, Earl, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Darlene, doubleDealing, Merissa, Darlene, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Desmond, doubleDealing, Coleman, Desmond, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Andres, doubleDealing, Carson, Andres, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Bobby, doubleDealing, Raymundo, Bobby, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Maxine, doubleDealing, Chanda, Maxine, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Bill, doubleDealing, Chara, Bill, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Cupid, doubleDealing, Damion, Cupid, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Milan, doubleDealing, Milan, Ellyn, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Audria, doubleDealing, Melissa, Audria, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Lashaun, doubleDealing, Antonietta, Lashaun, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Mitzie, doubleDealing, Guadalupe, Mitzie, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Maura, doubleDealing, Garland, Maura, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Lino, doubleDealing, Tinisha, Lino, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Sammy, doubleDealing, Sammy, Errol, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Kenyatta, doubleDealing, Yuonne, Kenyatta, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Jay, doubleDealing, Kermit, Jay, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Julian, doubleDealing, Galen, Julian, doubleDealing, doubleDealing, 0, 0, 0, 1, 99
7, Doloris, doubleDealing, Doloris, Dong, doubleDealing, shortestChain, 0, 0, 0, 1, 99
7, Artie, doubleDealing, Artie, Emerson, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Lasandra, doubleDealing, David, Lasandra, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Sachiko, doubleDealing, Gerry, Sachiko, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Magan, doubleDealing, Elvera, Magan, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, None, None, Courtney, Kirby, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Chin, doubleDealing, Chin, Ben, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Janelle, doubleDealing, Franklin, Janelle, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Delsie, doubleDealing, Delsie, Robby, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Tyron, doubleDealing, Tyron, Pat, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Hunter, doubleDealing, Stacey, Hunter, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Merlin, doubleDealing, Creola, Merlin, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Porter, doubleDealing, Porter, Jamey, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Thurman, doubleDealing, Haley, Thurman, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Elva, doubleDealing, Orlando, Elva, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, None, None, Roselia, Magaly, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Marta, doubleDealing, Emelina, Marta, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Laurence, doubleDealing, Sean, Laurence, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Leticia, doubleDealing, Leticia, Jewel, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Sonny, doubleDealing, Alice, Sonny, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Madusa, doubleDealing, Andy, Madusa, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Cherelle, doubleDealing, Cherelle, Shameka, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Alonso, doubleDealing, Fallon, Alonso, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Jerica, doubleDealing, Alfreda, Jerica, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Sunny, doubleDealing, Sunny, Marybelle, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Eugene, doubleDealing, Mario, Eugene, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Chastity, doubleDealing, Chastity, Jerilyn, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Sharmaine, doubleDealing, Lynn, Sharmaine, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, None, None, Leila, Jeremy, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
7, Celestine, doubleDealing, Lisa, Celestine, doubleDealing, doubleDealing, 0, 0, 0, 0, 100
